number,actual_name,position_type,death_year,deathdate,death_location,death_age,era_name,birthdate,birth_year
1169,Allen Ross Gallaher,OL,1977,5/12/77,"Clovis, NM",26,1960 to 1975,11/13/50,1950
1170,Angus Gerald Goetz,TE,1977,7/24/77,"Grosse Pointe, MI",80,pre-1940,1897-07-06,1897
1171,Walter A. Gorinski,RB/FB,1977,7/3/77,"Bossier City, LA",57,pre-1940,12/20/19,1919
1172,Albert Greene,RB/FB,1977,1/19/77,"North Miami, FL",75,pre-1940,1901-03-01,1901
1173,Michael Gussie,OL,1977,2/24/77,"Alexandria, VA",59,pre-1940,9/16/17,1917
1174,Harlan C. Hansen,RB/FB,1977,9/8/77,"Des Moines, IA",85,pre-1940,1892-09-03,1892
1175,Harold Walter Hanson,OL,1977,9/29/77,"Wright County, MN",72,pre-1940,8/10/05,1905
1176,Raymond William Hester,LB,1977,5/14/77,"Metairie, LA",28,1960 to 1975,3/31/49,1949
1177,Jacob Harry Hoffman,RB/FB,1977,2/11/77,"Jordan , NY",81,pre-1940,1895-07-21,1895
1178,Robert Calvin Hubbard,OL,1977,10/16/77,"St. Petersburg, FL",77,pre-1940,1900-10-11,1900
1179,Kenneth Wilbur Huffine,RB/FB,1977,9/26/77,"Bradenton, FL",79,pre-1940,1897-12-22,1897
1180,Joseph Jon Hugret,TE,1977,9/18/77,"Minot, SD",68,pre-1940,4/11/09,1909
1181,Toimi V. Jarvi,RB/FB,1977,11/18/77,"Chicago, IL",57,1941 to 1959,2/28/20,1920
1182,Henry Wendell Jordan,DL,1977,2/21/77,"Milwaukee, WI",42,1941 to 1959,1/26/35,1935
1183,Wagner O. Jorgensen,OL,1977,7/24/77,"San Mateo, CA",63,pre-1940,7/31/13,1913
1184,Zern Carlton Joseph,TE,1977,11/24/77,"San Diego County, CA",74,pre-1940,1903-05-31,1903
1185,Charles Edward Kassel,TE,1977,11/30/77,"Elgin, IL",74,pre-1940,1903-01-20,1903
1186,Leo John Katalinas,OL,1977,7/7/77,"Newark, NJ",62,pre-1940,2/4/15,1915
1187,Jack Harvey Keenan,OL,1977,2/8/77,"Nash County, NC",57,pre-1940,6/8/19,1919
1188,Paul Ernest Kell,OL,1977,5/18/77,"Eau Claire, WI",61,pre-1940,7/8/15,1915
1189,George Asher Kerr,OL,1977,10/14/77,"Zanesville, OH",84,pre-1940,1893-08-28,1893
1190,Richard Dominic Klawitter,OL,1977,12/11/77,"Waterloo, IA",48,1941 to 1959,6/29/29,1929
1191,Stanley Jacob Kuick,OL,1977,8/26/77,"Orlando, FL",73,pre-1940,4/24/04,1904
1192,Francis Charles Lane,OL,1977,8/19/77,"Merrill, WI",72,pre-1940,1/2/05,1905
1193,Frederic Adolphus Larson Jr.,OL,1977,5/1/77,"Glendale, WI",79,pre-1940,1897-10-15,1897
1194,James Edward Magner,RB/FB,1977,9/20/77,"Philadelphia, PA",74,pre-1940,1903-07-22,1903
1195,John Albert Manders,RB/FB,1977,1/28/77,"Chicago, IL",68,pre-1940,1/13/09,1909
1196,Russell Ferguson McLeod,OL,1977,4/4/77,"Los Angeles, CA",70,pre-1940,7/29/06,1906
1197,Harold Thomas McPhail,RB/FB,1977,8/30/77,"Newport, KY",64,pre-1940,10/26/12,1912
1198,James Gordon Meade Jr.,RB/FB,1977,8/7/77,"Clayton County, GA",63,pre-1940,2/28/14,1914
1199,Ignacio Saturnino Molinet,RB/FB,1977,8/27/77,"West Palm Beach, FL",72,pre-1940,11/30/04,1904
1200,James Francis Mungavin,TE,1977,10/26/77,"Washburn, WI",84,pre-1940,1893-09-12,1893
1201,Robert Arthur Nash,OL,1977,2/1/77,"Winchester, CT",84,pre-1940,1892-12-16,1892
1202,Edward Earl Nason,OL,1977,3/9/77,"Wichita, KS",77,pre-1940,1899-04-08,1899
1203,Raymond Robert Neal,OL,1977,11/25/77,"Greencastle, IN",80,pre-1940,1897-11-01,1897
1204,Robert David O'Brien,QB,1977,11/18/77,"Fort Worth, TX",60,pre-1940,6/22/17,1917
1205,John Ewing O'Hearn,WR,1977,7/22/77,"Boston, MA",83,pre-1940,1893-07-28,1893
1206,Erny Pinckert,RB/FB,1977,8/30/77,"Los Angeles, CA",70,pre-1940,5/1/07,1907
1207,Ralph Dale Pittman,RB/FB,1977,7/5/77,"DeLeon, TX",75,pre-1940,1901-12-23,1901
1208,Jesse A. Quatse,OL,1977,12/26/77,"Lakeland, FL",69,pre-1940,4/4/08,1908
1209,Charles A. Richardson,RB/FB,1977,3/27/77,"Chicago, IL",70,pre-1940,9/12/06,1906
1210,William Curtis Rogers,OL,1977,4/30/77,"Northborough, MA",63,pre-1940,6/24/13,1913
1211,Walter Floyd Sechrist,OL,1977,12/19/77,"Bradenton, FL",81,pre-1940,1896-09-16,1896
1212,Henry M. Shank,RB/FB,1977,11/25/77,"Mount Erie, IL",81,pre-1940,1896-05-29,1896
1213,James Dale Smith,OL,1977,8/2/77,"Rochester, MN",54,1941 to 1959,9/9/22,1922
1214,Orland Francis Smith,OL,1977,8/14/77,"Providence, RI",71,pre-1940,11/5/05,1905
1215,Joseph Lee Stydahar,OL,1977,3/23/77,"Beckley, WV",65,pre-1940,3/16/12,1912
1216,Steven Joseph Suhey,OL,1977,1/8/77,"State College, PA",55,1941 to 1959,1/8/22,1922
1217,John Webster Thomas,RB/FB,1977,8/19/77,"Woodstock, IL",77,pre-1940,1900-02-13,1900
1218,John O. Turley,RB/FB,1977,7/21/77,"Dayton, OH",64,pre-1940,11/20/12,1912
1219,James Carl Vellone,OL,1977,8/21/77,"Huntington Beach, CA",33,1960 to 1975,8/20/44,1944
1220,George Voss,OL,1977,5/5/77,"Buffalo, NY",85,pre-1940,1891-09-27,1891
1221,Frank E. Whitcomb,OL,1977,8/23/77,"Fulton, NY",80,pre-1940,1896-12-07,1896
1222,Hubert Thomas Wiggs,RB/FB,1977,10/18/77,  ,84,pre-1940,1893-09-29,1893
1223,Oscar Wolford,OL,1977,2/3/77,"Holmes County, OH",79,pre-1940,1897-03-14,1897
1224,David Ziff,TE,1977,10/17/77,"New York, NY",75,pre-1940,1902-01-18,1902
1225,Theodore Thomas Alflen,RB/FB,1978,9/15/78,"Broward County, FL",31,1960 to 1975,1/3/47,1947
1226,Heartly William Anderson,OL,1978,4/24/78,"West Palm Beach, FL",79,pre-1940,1898-09-22,1898
1227,Lawrence Joseph Bettencourt,OL,1978,9/15/78,"New Orleans, LA",72,pre-1940,9/22/05,1905
1228,Daniel Lee Birdwell,DL,1978,2/14/78,"Huntington Beach, CA",37,1960 to 1975,10/14/40,1940
1229,Thomas Albert Blondin,OL,1978,12/15/78,"Parkersburg, WV",68,pre-1940,10/25/10,1910
1230,Carl L. Brazell,RB/FB,1978,5/3/78,"Zanesville, OH",60,pre-1940,7/20/17,1917
1231,Edward Joseph Britt,RB/FB,1978,11/21/78,"Pelham, NH",66,pre-1940,7/19/12,1912
1232,Albert Edward Burgin,OL,1978,7/28/78,"San Francisco, CA",84,pre-1940,1894-04-13,1894
1233,Russell Edward Burt,WR,1978,4/7/78,"Orlando, FL",77,pre-1940,1900-12-15,1900
1234,Carl John Butkus,OL,1978,8/3/78,"Washington, DC",55,1941 to 1959,12/26/22,1922
1235,James Ross Callahan,RB/FB,1978,3/27/78,"El Paso, TX",57,1941 to 1959,12/19/20,1920
1236,Don Carlo Campora,OL,1978,6/5/78,"San Bernardino, CA",50,1941 to 1959,8/30/27,1927
1237,Leonidas Marion Chappell,OL,1978,5/28/78,"Carmel Valley, CA",79,pre-1940,1898-12-24,1898
1238,James Peter Fitzgerald,OL,1978,9/23/78,"Boston, MA",71,pre-1940,3/7/07,1907
1239,James Wilson Flaherty,TE,1978,1/30/78,"Winter Haven, FL",82,pre-1940,1895-12-26,1895
1240,James Wallace Foster,RB/FB,1978,8/31/78,"Oakmont, PA",75,pre-1940,1902-10-29,1902
1241,Arnold Anthony Galiffa,QB,1978,9/5/78,"Glenview, IL",51,1941 to 1959,1/29/27,1927
1242,Chester Joseph Gay,OL,1978,3/11/78,"Moose Lake, MN",78,pre-1940,1900-01-08,1900
1243,Paul Ellis Goad,RB/FB,1978,11/29/78,"Little Rock, AR",44,1941 to 1959,9/7/34,1934
1244,Sam Goldman,TE,1978,11/8/78,"Pensacola, FL",61,pre-1940,11/10/16,1916
1245,Paul Vincent Governali,QB,1978,2/15/78,"San Diego, CA",57,1941 to 1959,1/5/21,1921
1246,Warren Dale Hansen,OL,1978,5/6/78,"Warren, MI",57,1941 to 1959,1/27/21,1921
1247,Edward Francis Healey Jr.,OL,1978,12/10/78,"South Bend, IN",83,pre-1940,1894-12-28,1894
1248,Lester Christopher Hearden,RB/FB,1978,12/25/78,"Green Bay, WI",76,pre-1940,1902-04-24,1902
1249,Irvin Pate Hill,RB/FB,1978,11/7/78,"Dallas, TX",69,pre-1940,12/8/08,1908
1250,Bernard Patrick Holm,RB/FB,1978,7/15/78,"Waukegan, IL",70,pre-1940,5/22/08,1908
1251,Billy Carter Hughes,OL,1978,7/6/78,"Pinellas County, FL",63,pre-1940,4/11/15,1915
1252,Cecil Paul Irvin,OL,1978,2/11/78,"DeLeon, TX",71,pre-1940,10/9/06,1906
1253,Manuel James Jemail,QB,1978,7/26/78,"New York, NY",84,pre-1940,1893-09-12,1893
1254,William Orville Johnson,OL,1978,4/8/78,"Dallas, TX",57,1941 to 1959,2/1/21,1921
1255,John Denvil Johnson,OL,1978,10/27/78,"Tooele, UT",68,pre-1940,11/28/09,1909
1256,Thomas Lee Jones,RB/FB,1978,8/28/78,"Muskoka District, Canada",47,1941 to 1959,6/22/31,1931
1257,Clarence Ashley Kelly,OL,1978,2/4/78,"Shawnee, OK",79,pre-1940,1898-10-29,1898
1258,Ralph Warren King,OL,1978,2/8/78,"Fairhope, AL",76,pre-1940,1901-11-02,1901
1259,John Francis Kramer,OL,1978,12/15/78,"West Allis, WI",59,pre-1940,7/26/19,1919
1260,James Jarrett Lankas,RB/FB,1978,8/9/78,"Edison, KS",59,pre-1940,8/26/18,1918
1261,Harold Sebastian Lauer,RB/FB,1978,8/9/78,"Southfield, MI",80,pre-1940,1898-01-08,1898
1262,Bernard Phillip Leahy,RB/FB,1978,3/12/78,"Walnut Creek, CA",69,pre-1940,8/15/08,1908
1263,Joseph Lillard,RB/FB,1978,9/18/78,"New York, NY",73,pre-1940,6/15/05,1905
1264,James Henry Manion,OL,1978,7/11/78,"Hennepin County, MN",73,pre-1940,9/20/04,1904
1265,Harry James Mehre,OL,1978,9/27/78,"Atlanta, GA",77,pre-1940,1901-09-18,1901
1266,Paul Daniel Minick,OL,1978,12/22/78,"Springfield, MO",79,pre-1940,1899-12-17,1899
1267,Robert C. Monnett,RB/FB,1978,8/2/78,"Galion, OH",68,pre-1940,2/27/10,1910
1268,Harry Seig Myles,TE,1978,11/30/78,"Orange Park, FL",74,pre-1940,9/1/04,1904
1269,John Howard Nichols,OL,1978,6/17/78,"Cleveland, OH",73,pre-1940,7/30/04,1904
1270,George Augustus Nix,OL,1978,10/5/78,"Tacoma, WA",83,pre-1940,1895-03-18,1895
1271,Joseph Gail O'Brien,OL,1978,7/7/78,"Los Angeles County, CA",66,pre-1940,11/14/11,1911
1272,Olof Gustave Hazard Oden,RB/FB,1978,8/31/78,"Cranston, RI",79,pre-1940,1899-05-10,1899
1273,James Palmer Pederson,RB/FB,1978,8/14/78,"Pawtucket, RI",70,pre-1940,10/19/07,1907
1274,John Polisky,OL,1978,4/23/78,"Wellsville, OH",77,pre-1940,1901-01-15,1901
1275,William England Pritchard,RB/FB,1978,4/10/78,"Buffalo, NY",76,pre-1940,1901-12-23,1901
1276,David E. Reese,TE,1978,6/26/78,"Kettering, OH",85,pre-1940,1892-11-19,1892
1277,Ernest John Rentner,RB/FB,1978,8/24/78,"Glencoe, IL",67,pre-1940,9/18/10,1910
1278,Edward John Richards,TE,1978,12/1/78,"Stanwood, WA",77,pre-1940,1901-11-07,1901
1279,Lafayette H. Russell,RB/FB,1978,3/16/78,"Coffeyville, KS",72,pre-1940,5/31/05,1905
1280,Andrew J. Salata,OL,1978,1/14/78,"Hancock, MI",72,pre-1940,9/30/05,1905
1281,John Andrew Shelburne,RB/FB,1978,1/29/78,"Boston, MA",83,pre-1940,1894-09-26,1894
1282,John Charles Simmons,OL,1978,9/17/78,"Royal Oak, MI",53,1941 to 1959,10/8/24,1924
1283,John Brimhall Simons,RB/FB,1978,1/22/78,"Las Vegas, NV",76,pre-1940,1901-01-22,1901
1284,Elmer Noble Sleight,OL,1978,8/9/78,"Naples, FL",71,pre-1940,7/8/07,1907
1285,Joe H. Smith Jr.,TE,1978,4/8/78,"Odessa, TX",55,1941 to 1959,7/23/22,1922
1286,Richard Paul Smith,RB/FB,1978,3/8/78,"Toledo, OH",73,pre-1940,5/18/04,1904
1287,Richard Nelson Sturtridge,RB/FB,1978,12/4/78,"Los Angeles, CA",74,pre-1940,3/8/04,1904
1288,John Joseph Tracey,LB,1978,9/18/78,"Medford Lakes, NJ",45,1941 to 1959,6/27/33,1933
1289,Joseph Albert Vance,WR,1978,7/4/78,"San Antonio, TX",72,pre-1940,9/16/05,1905
1290,John J. Vaughan,RB/FB,1978,12/26/78,"Macclenny, FL",75,pre-1940,1903-11-19,1903
1291,George William Wilson,TE,1978,11/23/78,"Detroit, MI",64,pre-1940,2/3/14,1914
1292,Samuel Marshall Wilson,TE,1978,5/16/78,"Boynton Beach, FL",81,pre-1940,1896-12-02,1896
1293,Stuart Barrett Worden,OL,1978,3/17/78,"Elkton, VA",70,pre-1940,5/6/07,1907
1294,Albert Robert Wukits,OL,1978,10/15/78,"Pittsburgh, PA",60,pre-1940,12/16/17,1917
1295,Frederick Lloyd Young,OL,1978,7/10/78,"Austin, MN",75,pre-1940,1903-05-27,1903
1296,Paul Wesly Young,OL,1978,10/19/78,"Cambridge, NE",69,pre-1940,12/7/08,1908
1297,David C. Zuidmulder,RB/FB,1978,6/8/78,"Green Bay, WI",72,pre-1940,2/4/06,1906
1298,Clifton Junior Anderson,TE,1979,3/16/79,"Princess Anne, MD",49,1941 to 1959,11/25/29,1929
1299,James Troy Archer,DL,1979,6/22/79,"North Bergen, NJ",24,1976 to 1989,1/16/55,1955
1300,Chalmer Augustus Ault,OL,1979,5/18/79,"Buckhannon, WV",78,pre-1940,1900-07-10,1900
1301,Clifford William Baldwin,RB/FB,1979,1/25/79,"Muncie, IN",78,pre-1940,1900-09-22,1900
1302,Albert Pretson Baston,TE,1979,11/15/79,"St. Cloud, MN",84,pre-1940,1894-12-03,1894
1303,Alfred Ernest Bauman,DL,1979,3/2/79,"Pacifica, CA",59,1941 to 1959,1/3/20,1920
1304,Alfred Ernest Bentzin,OL,1979,1/6/79,"Watertown, WI",76,pre-1940,1902-03-07,1902
1305,Daniel Gabriel Bernoske,OL,1979,6/29/79,"Indianapolis, IN",73,pre-1940,7/20/05,1905
1306,Wayne Dewey Brenkert,RB/FB,1979,8/1/79,"Eustis, FL",81,pre-1940,1898-03-05,1898
1307,William Earl Buckler,OL,1979,6/20/79,"Wood River, IL",78,pre-1940,1901-04-29,1901
1308,Ralph Joseph Buckley,RB/FB,1979,7/13/79,"Dunedin, FL",72,pre-1940,3/18/07,1907
1309,Harold Alan Burt,OL,1979,4/17/79,"Kerrville, TX",78,pre-1940,1900-09-11,1900
1310,Frank John Butler,OL,1979,10/30/79,"Cook County, IL",70,pre-1940,5/3/09,1909
1311,August Hermenglide Cabrinha,WR,1979,3/8/79,"Honolulu, HI",76,pre-1940,1902-04-13,1902
1312,James Victor Cain Jr.,TE,1979,7/22/79,"St. Charles, MO",28,1960 to 1975,7/22/51,1951
1313,Anthony T. Calvelli,OL,1979,5/17/79,"San Mateo County, CA",63,pre-1940,7/16/15,1915
1314,John Louis Chapple,LB,1979,10/19/79,"Palo Alto, CA",36,1960 to 1975,7/23/43,1943
1315,William Beattie Feathers,RB/FB,1979,3/10/79,"Winston-Salem , NC",70,pre-1940,8/4/08,1908
1316,Thomas B. Ferguson,OL,1979,12/8/79,"Plantation, FL",86,pre-1940,1893-09-24,1893
1317,Clarke John Fischer,RB/FB,1979,10/21/79,"Pana, IL",79,pre-1940,1900-03-30,1900
1318,Theodore Edward Fritsch,RB/FB,1979,10/4/79,"Green Bay, WI",58,1941 to 1959,10/31/20,1920
1319,Maurice Elwood Frump,OL,1979,8/14/79,"Boynton Beach, FL",78,pre-1940,1901-07-15,1901
1320,John Thomas Gildea,RB/FB,1979,11/20/79,"Tamaqua, PA",69,pre-1940,3/9/10,1910
1321,Myrl Goodwin,RB/FB,1979,2/14/79,"Reno, NV",78,pre-1940,1901-01-21,1901
1322,Samuel Wilbur Gray,TE,1979,6/12/79,"Houston, TX",60,pre-1940,1/1/19,1919
1323,Herbert C. Gruber,TE,1979,2/1/79,"St. Matthews, KY",77,pre-1940,1901-12-22,1901
1324,Henry Luther Haines,RB/FB,1979,1/9/79,"Sharon Hill, PA",80,pre-1940,1898-12-23,1898
1325,Charles Joseph Hajek,OL,1979,2/21/79,"Centerport, NY",68,pre-1940,11/11/10,1910
1326,Edward Martin Herman,TE,1979,5/31/79,"Evanston, IL",77,pre-1940,1902-01-22,1902
1327,Kirk Hershey,TE,1979,1/23/79,"North Palm Beach, FL",60,pre-1940,7/7/18,1918
1328,Andrew Fitch Hillhouse,RB/FB,1979,3/6/79,"Boynton Beach, FL",82,pre-1940,1896-09-15,1896
1329,Keever David Jankovich,LB,1979,2/23/79,"El Dorado County, CA",51,1941 to 1959,1/6/28,1928
1330,Luther Preston Johnston,RB/FB,1979,1/15/79,"Lubbock, TX",57,1941 to 1959,10/12/21,1921
1331,William Morrison Karr Jr.,TE,1979,10/29/79,"Clendenin, WV",68,pre-1940,3/29/11,1911
1332,Thomas Martin Kerrigan,OL,1979,7/29/79,"Stamford, CT",73,pre-1940,7/7/06,1906
1333,Quentin Earl Klenk,OL,1979,1/4/79,"San Mateo, CA",59,pre-1940,2/13/19,1919
1334,Charles Edward Knight,OL,1979,2/17/79,"Miami, FL",79,pre-1940,1899-10-01,1899
1335,Joseph Ray Laws,RB/FB,1979,8/22/79,"Green Bay, WI",68,pre-1940,6/16/11,1911
1336,Leslie Lear,OL,1979,1/5/79,"Dade County, FL",60,pre-1940,8/22/18,1918
1337,Alphonse Emil Leemans,RB/FB,1979,1/19/79,"Hillsboro Beach, FL",66,pre-1940,11/12/12,1912
1338,Reid Burgess Lennon,OL,1979,2/10/79,"Los Angeles County, CA",58,1941 to 1959,8/17/20,1920
1339,James Michael Leonard,OL,1979,2/2/79,"Naples, FL",80,pre-1940,1899-01-02,1899
1340,Edward Paul Jones Liston Jr.,OL,1979,5/4/79,"Somerville, MA",75,pre-1940,1903-07-31,1903
1341,Louis Lawrence Little,OL,1979,5/28/79,"Delray Beach, FL",87,pre-1940,1891-12-06,1891
1342,Isaac Roy Martin,RB/FB,1979,7/20/79,"Aurora, OH",92,pre-1940,1887-07-15,1887
1343,Raymond Peter McGaw,OL,1979,10/8/79,"Chicoq, WI",79,pre-1940,1899-12-27,1899
1344,Ernest Henry Meyer,OL,1979,1/23/79,"Paoli, PA",74,pre-1940,6/23/04,1904
1345,Joseph Mihal,OL,1979,9/18/79,"Dallas County, TX",63,pre-1940,4/2/16,1916
1346,Israel Barnes Milam,OL,1979,12/18/79,"Austin, TX",73,pre-1940,3/4/06,1906
1347,Donald Charles Miller,RB/FB,1979,7/28/79,"Cleveland, OH",77,pre-1940,1902-03-29,1902
1348,John Regis Monahan,OL,1979,4/23/79,"Detroit, MI",70,pre-1940,11/15/08,1908
1349,Melvin John Nydall,RB/FB,1979,5/27/79,"Hennepin County, MN",72,pre-1940,11/24/06,1906
1350,Victor Francis Joseph Obeck,OL,1979,4/21/79,"New York, NY",62,pre-1940,3/28/17,1917
1351,Forrest Morten Olson,OL,1979,12/13/79,"Sioux City, IA",77,pre-1940,1902-11-15,1902
1352,Harley Charles Pearce,TE,1979,5/13/79,"Columbus, OH",78,pre-1940,1901-03-24,1901
1353,John Petty,RB/FB,1979,4/5/79,"Wilmington, OH",59,pre-1940,10/3/19,1919
1354,Stanley Pincura,RB/FB,1979,2/12/79,"Lorain, OH",65,pre-1940,5/2/13,1913
1355,Anthony Joseph Plansky,RB/FB,1979,2/10/79,"North Adams, MA",78,pre-1940,1900-06-20,1900
1356,Edward J. Price Jr.,RB/FB,1979,7/21/79,"New Orleans, LA",53,1941 to 1959,9/2/25,1925
1357,Peter Joseph Rajkovich,RB/FB,1979,11/13/79,"Caro, MI",68,pre-1940,1/17/11,1911
1358,Joseph Patrick Rooney,TE,1979,3/4/79,"St. Louis County, MN",80,pre-1940,1898-08-28,1898
1359,Eugene Harry Rose,RB/FB,1979,2/1/79,"Torrance , CA",74,pre-1940,7/11/04,1904
1360,Emmett Ernest Ruh,WR,1979,9/23/79,"Fort Lauderdale, FL",86,pre-1940,1893-08-29,1893
1361,Joseph Judson Sanders,OL,1979,4/23/79,"Chapel Hill, NC",77,pre-1940,1901-05-26,1901
1362,John Andrew Scafide,OL,1979,10/24/79,"Bay St. Louis, MS",68,pre-1940,6/21/11,1911
1363,Vincent Loui? Schleusner,OL,1979,6/5/79,"Rock Rapids, IA",71,pre-1940,3/3/08,1908
1364,Adolphe John Schwammel,OL,1979,11/18/79,"Honolulu, HI",71,pre-1940,10/14/08,1908
1365,Frank C. Seyboth,WR,1979,4/30/79,"Attleboro, MA",75,pre-1940,4/5/04,1904
1366,James Felix Simpson,RB/FB,1979,8/7/79,,81,pre-1940,1897-10-06,1897
1367,Henry Eugene Smith,OL,1979,12/10/79,"Atlanta, GA",74,pre-1940,9/25/05,1905
1368,Howard Anthony Spiva,LB,1979,4/3/79,"Atlanta, GA",24,1976 to 1989,2/6/55,1955
1369,Charles Seaman Squyres,RB/FB,1979,11/30/79,"Fort Bend County, TX",69,pre-1940,3/2/10,1910
1370,Harold Dean Steward Jr.,RB/FB,1979,7/8/79,"Budd Lake, NJ",55,1941 to 1959,7/12/23,1923
1371,Lawrence Wayne Strickland,OL,1979,8/29/79,"Tyler, TX",47,1941 to 1959,9/3/31,1931
1372,Elmer Kenneth Strong Jr.,RB/FB,1979,10/5/79,"New York, NY",73,pre-1940,3/21/06,1906
1373,Robert Emerson Swisher,RB/FB,1979,9/27/79,"Memphis, TN",65,pre-1940,7/14/14,1914
1374,Bruce P. Tarbox,OL,1979,3/6/79,"Pittsburgh, PA",39,1960 to 1975,5/10/39,1939
1375,Earl Oscar Warweg,WR,1979,12/7/79,"Newburgh, IN",87,pre-1940,1892-01-11,1892
1376,Louis Weller,WR,1979,4/17/79,"Albuquerque, NM",75,pre-1940,3/2/04,1904
1377,Arthur Vincent Williams,RB/FB,1979,2/5/79,"New York, CT",72,pre-1940,5/4/06,1906
1378,Frank Wydo,OL,1979,2/17/79,"Uniontown, PA",54,1941 to 1959,6/15/24,1924
1379,John G. Yezerski,OL,1979,1/18/79,"Boring, OR",64,pre-1940,9/22/14,1914
1380,Frank Stanley Zadworney,RB/FB,1979,3/24/79,"Westerville, OH",62,pre-1940,11/2/16,1916
1381,Silvio David Zaninelli,RB/FB,1979,1/29/79,"Weirton, WV",65,pre-1940,12/9/13,1913
1382,Fred K. Abel,RB/FB,1980,8/2/80,"Port Townsend, WA",77,pre-1940,1903-07-17,1903
1383,Stephen Francis Andrako,OL,1980,11/30/80,"Half Moon Bay, CA",65,pre-1940,9/11/15,1915
1384,Herman Bagby,RB/FB,1980,2/29/80,"Lake Village, AR",77,pre-1940,1903-02-21,1903
1385,Herbert Frank Bauer,TE,1980,7/30/80,"Ann Arbor, MI",73,pre-1940,10/13/06,1906
1386,William Jennings Berns,OL,1980,7/22/80,"Greenwood, IN",84,pre-1940,1895-12-10,1895
1387,Connie Mack Berry,TE,1980,6/24/80,"Fayetteville, NC",65,pre-1940,4/19/15,1915
1388,John Alfred Bosdett,TE,1980,9/19/80,"Oklahoma City, OK",84,pre-1940,1895-11-04,1895
1389,David E.T. Braden,OL,1980,8/2/80,"Milwaukee, WI",62,pre-1940,9/27/17,1917
1390,John Mills Brewer,RB/FB,1980,5/2/80,"New Port Richey, FL",74,pre-1940,4/6/06,1906
1391,Harold Edwin Brill,RB/FB,1980,9/2/80,"Wichita, KS",66,pre-1940,3/26/14,1914
1392,Ralph Earl Capron,WR,1980,9/19/80,"Los Angeles, CA",91,pre-1940,1889-06-16,1889
1393,Richard Peter Cassiano,RB/FB,1980,5/28/80,"Guilderland, NY",62,pre-1940,10/7/17,1917
1394,Anthony Emil Catalano,OL,1980,7/25/80,"Boise, ID",85,pre-1940,1895-04-13,1895
1395,John Lloyd Fahay,TE,1980,1/8/80,"Fort Lauderdale, FL",77,pre-1940,1902-06-16,1902
1396,Thomas Manduis Farmer,RB/FB,1980,7/1/80,"Iowa City, IA",59,1941 to 1959,4/17/21,1921
1397,Paul Augustin Flinn,TE,1980,12/23/80,"St. Paul, MN",85,pre-1940,1895-09-11,1895
1398,Donald Wayne Floyd,DL,1980,3/9/80,"Harlingen, TX",41,1941 to 1959,7/10/38,1938
1399,Glenn Joseph Frey,RB/FB,1980,1/5/80,"New Port Richey, FL",67,pre-1940,3/6/12,1912
1400,Charles Gorham Getchell,TE,1980,7/7/80,"Manhattan Beach, CA",59,1941 to 1959,8/14/20,1920
1401,George Robert Gilchrist Jr.,DL,1980,7/16/80,"Chicago, IL",52,1941 to 1959,1/19/28,1928
1402,Morris Glassman,TE,1980,2/18/80,"Columbus, OH",79,pre-1940,1900-02-19,1900
1403,Frank Gilbert Gregory,RB/FB,1980,11/11/80,"Hamburg, NY",82,pre-1940,1898-01-18,1898
1404,Rex Daniel Grossman,LB,1980,6/13/80,"Bloomington, IN",56,1941 to 1959,2/5/24,1924
1405,George Albert Guarnieri,TE,1980,4/28/80,"Ashtabula, OH",80,pre-1940,1899-07-01,1899
1406,Raymond George Hanken,TE,1980,11/29/80,"Vienna, WA",68,pre-1940,12/3/11,1911
1407,Edward Louis Hanley,WR,1980,9/21/80,"Milwaukee, WI",92,pre-1940,1887-12-14,1887
1408,Robert James Hoernschemeyer,RB/FB,1980,6/17/80,"Detroit, MI",54,1941 to 1959,9/24/25,1925
1409,Glenn D. Holtzman,OL,1980,5/6/80,"Reno, NV",49,1941 to 1959,10/9/30,1930
1410,Robert Juan Hoskins,DL,1980,6/8/80,"Redwood City, CA",34,1960 to 1975,9/16/45,1945
1411,Frank Huffman Jr.,OL,1980,9/16/80,"Fayetteville, WV",65,pre-1940,5/22/15,1915
1412,Charles Dewey Jamerson,TE,1980,8/4/80,"Mocksville, NC",80,pre-1940,1900-01-26,1900
1413,Leonard Joseph Janiak,RB/FB,1980,5/22/80,"Cleveland, OH",64,pre-1940,10/29/15,1915
1414,Maxmi11an Kielbasa,RB/FB,1980,1/12/80,"Pittsburgh, PA",58,1941 to 1959,8/23/21,1921
1415,Frank William Kirkleski,RB/FB,1980,5/6/80,"Chatham, NJ",75,pre-1940,5/19/04,1904
1416,William George Kovacsy,OL,1980,5/30/80,"Crown Point, IN",79,pre-1940,1901-02-15,1901
1417,Robert E. Krieger,TE,1980,10/17/80,"Minneapolis, MN",62,pre-1940,5/2/18,1918
1418,Howard Edward Lebengood,RB/FB,1980,1/20/80,"Lakeland, FL",77,pre-1940,1902-04-23,1902
1419,Melvin Roy Lechthaler,OL,1980,12/16/80,"Harrisburg, PA",72,pre-1940,4/1/08,1908
1420,John Edward Leonard,OL,1980,10/2/80,"Neshanic, NJ",84,pre-1940,1896-05-13,1896
1421,Verne Clark Lewellen,RB/FB,1980,4/16/80,"Rockville, MD",78,pre-1940,1901-09-29,1901
1422,Dewitt Wagner Lyle,OL,1980,11/27/80,"Paso Robles, CA",89,pre-1940,1891-03-23,1891
